anio_1;anio_2;anio_3;anio_4;anio_5;anio_6;anio_7;anio_8;anio_9;anio_10;anio_11;anio_12;anio_13;anio_14;anio_15;anio_16;anio_17;anio_18;anio_19;anio_20;anio_21;anio_22;anio_23;anio_24;areas
0.155;0.2;0.335;0.472;0.709;0.25;0.237;0.259;0.867;0.48;0.415;0.309;0.307;0.41;0.348;0.369;0.321;0.296;0.321;0.268;0.241;0.218;0.247;0.24;Artificial Intelligence
0.155;0.2;0.335;0.472;0.709;0.25;0.237;0.259;0.867;0.48;0.415;0.309;0.307;0.41;0.348;0.369;0.321;0.296;0.321;0.268;0.241;0.218;0.247;0.24;Control and Systems Engineering
0.155;0.2;0.335;0.472;0.709;0.25;0.237;0.259;0.867;0.48;0.415;0.309;0.307;0.41;0.348;0.369;0.321;0.296;0.321;0.268;0.241;0.218;0.247;0.24;Software
0.155;0.2;0.335;0.472;0.709;0.25;0.237;0.259;0.867;0.48;0.415;0.309;0.307;0.41;0.348;0.369;0.321;0.296;0.321;0.268;0.241;0.218;0.247;0.24;Theoretical Computer Science
0.893;0.406;0.656;0.638;0.309;0.387;0.265;0.635;0.738;0.266;0.765;0.656;0.759;0.82;1.636;1.727;1.785;0.723;0.703;0.506;1.259;0.953;0.825;0.957;Mathematics (miscellaneous)
0.771;0.644;0.684;0.623;0.728;0.704;0.785;0.65;0.763;0.735;0.746;0.819;0.785;0.733;0.985;0.924;0.844;1.07;0.994;0.822;0.897;0.951;0.884;0.851;Discrete Mathematics and Combinatorics
0.771;0.644;0.684;0.623;0.728;0.704;0.785;0.65;0.763;0.735;0.746;0.819;0.785;0.733;0.985;0.924;0.844;1.07;0.994;0.822;0.897;0.951;0.884;0.851;Geometry and Topology
0.771;0.644;0.684;0.623;0.728;0.704;0.785;0.65;0.763;0.735;0.746;0.819;0.785;0.733;0.985;0.924;0.844;1.07;0.994;0.822;0.897;0.951;0.884;0.851;Numerical Analysis
0.771;0.644;0.684;0.623;0.728;0.704;0.785;0.65;0.763;0.735;0.746;0.819;0.785;0.733;0.985;0.924;0.844;1.07;0.994;0.822;0.897;0.951;0.884;0.851;Algebra and Number Theory
0.741;0.619;0.751;0.452;0.613;0.299;0.54;0.356;0.525;0.412;0.828;0.686;0.819;0.579;0.602;0.69;0.582;0.936;0.81;0.776;0.715;0.688;0.625;0.631;Algebra and Number Theory
0.275;0.215;0.222;0.277;0.212;0.338;0.209;0.24;0.337;0.316;0.303;0.29;0.558;0.339;0.361;0.591;0.346;0.59;0.558;0.348;0.396;0.295;0.461;0.248;Mathematics (miscellaneous)
1.075;0.881;0.939;1.475;1.109;1.283;1.384;1.172;1.366;1.492;1.361;1.142;0.921;1.177;1.525;1.579;1.497;1.117;1.376;1.171;1.386;2.396;1.031;0.995;Mathematics (miscellaneous)
1.36;0.998;0.854;1.61;1.404;1.552;1.495;1.197;1.427;1.465;1.636;1.77;1.371;1.429;1.735;1.968;1.785;1.667;2.067;1.987;1.824;1.441;1.186;1.206;Mathematics (miscellaneous)
2.12;1.768;2.52;2.396;1.601;1.987;1.967;2.104;2.617;2.482;1.941;2.63;2.398;1.841;2.913;2.225;2.369;2.155;2.362;2.321;2.392;1.899;1.838;1.912;Mathematics (miscellaneous)
0.939;0.866;0.967;0.942;1.236;1.075;0.913;0.871;0.759;0.951;1.214;1.064;0.946;1.028;0.964;1.065;0.948;0.893;1.053;0.962;0.77;0.752;0.709;0.6;Mathematics (miscellaneous)
0.454;0.425;0.78;0.462;0.594;1.719;0.808;0.941;0.715;0.647;1.008;0.643;0.638;0.769;0.933;1.11;1.184;0.894;0.985;0.746;0.823;0.696;0.757;0.806;Computers in Earth Sciences
0.454;0.425;0.78;0.462;0.594;1.719;0.808;0.941;0.715;0.647;1.008;0.643;0.638;0.769;0.933;1.11;1.184;0.894;0.985;0.746;0.823;0.696;0.757;0.806;Computational Mathematics
0.454;0.425;0.78;0.462;0.594;1.719;0.808;0.941;0.715;0.647;1.008;0.643;0.638;0.769;0.933;1.11;1.184;0.894;0.985;0.746;0.823;0.696;0.757;0.806;Computational Theory and Mathematics
0.454;0.425;0.78;0.462;0.594;1.719;0.808;0.941;0.715;0.647;1.008;0.643;0.638;0.769;0.933;1.11;1.184;0.894;0.985;0.746;0.823;0.696;0.757;0.806;Computer Science Applications
4.922;6.182;4.554;3.733;2.739;3.573;4.832;4.354;4.842;3.697;7.012;10.634;7.374;7.321;6.493;6.229;7.702;8.046;7.066;4.489;5.766;4.185;4.407;4.01;Mathematics (miscellaneous)
0.378;0.437;0.352;0.345;0.53;0.508;0.703;0.708;0.599;0.926;0.794;0.76;0.847;0.7;0.536;0.451;0.526;0.497;0.452;0.488;0.489;0.536;0.523;0.43;Mathematics (miscellaneous)
0.176;0.215;0.332;0.202;0.237;0.299;0.224;0.258;0.21;0.31;0.411;0.344;0.364;0.515;0.498;0.594;0.603;0.582;0.504;0.587;0.522;0.583;0.537;0.425;Physics and Astronomy (miscellaneous)
0.176;0.215;0.332;0.202;0.237;0.299;0.224;0.258;0.21;0.31;0.411;0.344;0.364;0.515;0.498;0.594;0.603;0.582;0.504;0.587;0.522;0.583;0.537;0.425;Mathematics (miscellaneous)
0.181;0.21;0.248;0.382;0.39;0.423;0.606;0.591;0.772;0.863;0.944;0.713;0.653;0.486;0.382;0.47;0.409;0.413;0.379;0.418;0.441;0.518;0.421;0.411;Mathematics (miscellaneous)
0.181;0.21;0.248;0.382;0.39;0.423;0.606;0.591;0.772;0.863;0.944;0.713;0.653;0.486;0.382;0.47;0.409;0.413;0.379;0.418;0.441;0.518;0.421;0.411;Applied Mathematics
0.879;0.428;0.697;1.148;0.696;0.623;0.651;0.691;0.679;0.58;0.654;0.704;0.645;0.588;0.398;0.519;0.692;0.485;0.442;0.366;0.441;0.553;0.367;0.389;Mathematics (miscellaneous)
0.825;0.56;0.597;0.571;1.008;1.267;0.785;0.6;0.444;0.839;0.806;0.887;0.663;0.994;1.041;1.437;1.031;0.843;0.992;0.688;0.937;0.804;0.697;0.67;Applied Mathematics
0.531;0.509;0.605;0.529;0.908;0.805;0.948;0.689;0.638;0.637;0.607;0.789;0.689;0.679;0.701;0.681;0.712;0.651;0.663;0.576;0.502;0.644;0.775;0.732;Agricultural and Biological Sciences (miscellaneous)
0.531;0.509;0.605;0.529;0.908;0.805;0.948;0.689;0.638;0.637;0.607;0.789;0.689;0.679;0.701;0.681;0.712;0.651;0.663;0.576;0.502;0.644;0.775;0.732;Applied Mathematics
0.531;0.509;0.605;0.529;0.908;0.805;0.948;0.689;0.638;0.637;0.607;0.789;0.689;0.679;0.701;0.681;0.712;0.651;0.663;0.576;0.502;0.644;0.775;0.732;Biochemistry, Genetics and Molecular Biology (miscellaneous)
0.531;0.509;0.605;0.529;0.908;0.805;0.948;0.689;0.638;0.637;0.607;0.789;0.689;0.679;0.701;0.681;0.712;0.651;0.663;0.576;0.502;0.644;0.775;0.732;Medicine (miscellaneous)
0.531;0.509;0.605;0.529;0.908;0.805;0.948;0.689;0.638;0.637;0.607;0.789;0.689;0.679;0.701;0.681;0.712;0.651;0.663;0.576;0.502;0.644;0.775;0.732;Modeling and Simulation
0.531;0.509;0.605;0.529;0.908;0.805;0.948;0.689;0.638;0.637;0.607;0.789;0.689;0.679;0.701;0.681;0.712;0.651;0.663;0.576;0.502;0.644;0.775;0.732;Immunology and Microbiology (miscellaneous) 
0.531;0.509;0.605;0.529;0.908;0.805;0.948;0.689;0.638;0.637;0.607;0.789;0.689;0.679;0.701;0.681;0.712;0.651;0.663;0.576;0.502;0.644;0.775;0.732;Statistics and Probability
0.959;0.793;0.681;0.592;1.148;1.183;0.939;0.873;1.696;1.054;0.816;0.86;0.902;0.918;1.045;0.769;0.931;1.159;0.728;0.71;0.644;0.69;0.642;0.612;Applied Mathematics
0.959;0.793;0.681;0.592;1.148;1.183;0.939;0.873;1.696;1.054;0.816;0.86;0.902;0.918;1.045;0.769;0.931;1.159;0.728;0.71;0.644;0.69;0.642;0.612;Statistics and Probability
2.764;2.323;1.964;2.317;2.358;2.439;2.514;2.504;2.523;2.824;2.758;2.95;2.73;3.177;3.176;3.515;3.296;2.75;3.027;2.514;2.342;2.281;1.935;1.995;Mathematics (miscellaneous)
0.572;0.489;0.388;0.612;0.522;0.44;0.913;0.595;0.831;0.826;0.892;0.623;0.521;0.518;0.38;0.481;0.617;0.585;0.6;0.601;0.793;0.696;0.689;0.496;Mathematics (miscellaneous)
0.572;0.489;0.388;0.612;0.522;0.44;0.913;0.595;0.831;0.826;0.892;0.623;0.521;0.518;0.38;0.481;0.617;0.585;0.6;0.601;0.793;0.696;0.689;0.496;Applied Mathematics
0.471;0.449;0.327;0.606;0.417;0.626;0.377;0.501;0.47;0.847;1.163;0.67;0.774;0.505;0.477;0.538;1;0.783;0.517;0.808;0.678;0.564;0.665;0.536;Mathematics (miscellaneous)
0.471;0.449;0.327;0.606;0.417;0.626;0.377;0.501;0.47;0.847;1.163;0.67;0.774;0.505;0.477;0.538;1;0.783;0.517;0.808;0.678;0.564;0.665;0.536;Applied Mathematics
0.471;0.449;0.327;0.606;0.417;0.626;0.377;0.501;0.47;0.847;1.163;0.67;0.774;0.505;0.477;0.538;1;0.783;0.517;0.808;0.678;0.564;0.665;0.536;Discrete Mathematics and Combinatorics
0.17;0.304;0.25;0.242;0.121;0.24;0.156;0.152;0.154;0.225;0.182;0.146;0.215;0.186;0.192;0.247;0.231;0.245;0.154;0.151;0.229;0.187;0.201;0.229;History and Philosophy of Science
0.17;0.304;0.25;0.242;0.121;0.24;0.156;0.152;0.154;0.225;0.182;0.146;0.215;0.186;0.192;0.247;0.231;0.245;0.154;0.151;0.229;0.187;0.201;0.229;Mathematics (miscellaneous)
0.679;0.645;0.652;0.834;0.581;0.393;0.475;0.745;0.42;0.635;0.348;0.581;0.447;0.452;0.229;0.524;0.475;0.419;0.664;0.529;0.493;0.473;0.498;0.608;Logic
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Medicine (miscellaneous)
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Applied Mathematics
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Biochemistry, Genetics and Molecular Biology (miscellaneous)
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Environmental Science (miscellaneous)
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Immunology and Microbiology (miscellaneous) 
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Modeling and Simulation
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Neuroscience (miscellaneous)
0.368;0.497;0.26;0.394;0.424;0.473;0.269;0.684;0.701;0.669;0.62;0.544;0.561;0.752;0.64;0.512;0.749;0.466;0.517;0.37;0.561;0.542;0.45;0.273;Pharmacology
0.962;0.659;0.674;1.012;0.796;0.75;0.787;0.531;0.766;0.787;1.024;0.824;0.873;0.856;0.874;0.723;0.76;0.698;0.666;0.666;0.667;0.719;0.702;0.628;Engineering (miscellaneous)
0.962;0.659;0.674;1.012;0.796;0.75;0.787;0.531;0.766;0.787;1.024;0.824;0.873;0.856;0.874;0.723;0.76;0.698;0.666;0.666;0.667;0.719;0.702;0.628;Mathematics (miscellaneous)
1.05;1.042;1.706;1.634;1.739;1.185;1.16;1.924;1.209;1.351;1.251;1.579;1.701;1.616;2.264;1.82;1.972;2.574;2.464;2.922;3.114;2.582;2.076;1.988;Modeling and Simulation
1.05;1.042;1.706;1.634;1.739;1.185;1.16;1.924;1.209;1.351;1.251;1.579;1.701;1.616;2.264;1.82;1.972;2.574;2.464;2.922;3.114;2.582;2.076;1.988;Applied Mathematics
0.535;0.445;0.654;0.441;0.406;0.438;0.621;0.69;0.829;0.795;0.624;0.598;0.555;0.635;0.686;0.512;0.501;0.485;0.538;0.479;0.453;0.416;0.481;0.469;Organic Chemistry
0.535;0.445;0.654;0.441;0.406;0.438;0.621;0.69;0.829;0.795;0.624;0.598;0.555;0.635;0.686;0.512;0.501;0.485;0.538;0.479;0.453;0.416;0.481;0.469;Biochemistry
0.535;0.445;0.654;0.441;0.406;0.438;0.621;0.69;0.829;0.795;0.624;0.598;0.555;0.635;0.686;0.512;0.501;0.485;0.538;0.479;0.453;0.416;0.481;0.469;Computational Mathematics
0.535;0.445;0.654;0.441;0.406;0.438;0.621;0.69;0.829;0.795;0.624;0.598;0.555;0.635;0.686;0.512;0.501;0.485;0.538;0.479;0.453;0.416;0.481;0.469;Structural Biology
0.483;0.304;0.358;0.277;0.335;0.372;0.42;0.327;0.425;0.417;0.356;0.477;0.381;0.405;0.33;0.45;0.505;0.497;0.52;0.283;0.38;0.352;0.413;0.306;Applied Mathematics
0.483;0.304;0.358;0.277;0.335;0.372;0.42;0.327;0.425;0.417;0.356;0.477;0.381;0.405;0.33;0.45;0.505;0.497;0.52;0.283;0.38;0.352;0.413;0.306;Algebra and Number Theory
0.429;0.304;0.218;0.581;0.508;0.631;0.726;0.59;0.802;0.765;0.649;0.638;0.501;0.66;0.574;0.739;0.385;0.536;0.583;0.436;0.486;0.516;0.462;0.418;Logic
0.429;0.304;0.218;0.581;0.508;0.631;0.726;0.59;0.802;0.765;0.649;0.638;0.501;0.66;0.574;0.739;0.385;0.536;0.583;0.436;0.486;0.516;0.462;0.418;Algebra and Number Theory
0.247;0.834;1.228;2.109;2.075;1.702;1.118;0.648;1.149;1.457;0.865;1.232;1;0.737;1.195;1.152;0.826;1.092;1.095;0.844;0.785;0.733;0.772;0.596;Mathematics (miscellaneous)
0.159;0.182;0.145;0.113;0.161;0.111;0.276;0.181;0.118;0.139;0.166;0.163;0.12;0.148;0.165;0.229;0.213;0.446;0.412;0.481;0.34;0.318;0.369;0.477;Business, Management and Accounting (miscellaneous)
0.159;0.182;0.145;0.113;0.161;0.111;0.276;0.181;0.118;0.139;0.166;0.163;0.12;0.148;0.165;0.229;0.213;0.446;0.412;0.481;0.34;0.318;0.369;0.477;Applied Mathematics
2.244;3.038;2.965;2.194;2.708;2.692;2.676;2.929;2.419;3.208;2.896;3.536;3.216;3.344;3.961;4.19;3.318;2.744;3.171;3.011;3.279;3.818;2.522;2.105;Mathematics (miscellaneous)
0.326;0.327;0.373;0.47;0.417;0.351;0.364;0.387;0.495;0.724;0.512;0.585;0.623;0.58;0.838;0.428;0.408;0.46;0.28;0.466;0.404;0.459;0.335;0.239;Mathematics (miscellaneous)
1.937;4.014;4.04;5.308;2.218;3.107;2.5;2.516;1.429;2.249;2.442;2.56;2.252;2.576;1.804;4.012;2.892;1.539;1.693;1.439;0.669;0.884;1.058;1.051;Mathematics (miscellaneous)
1.937;4.014;4.04;5.308;2.218;3.107;2.5;2.516;1.429;2.249;2.442;2.56;2.252;2.576;1.804;4.012;2.892;1.539;1.693;1.439;0.669;0.884;1.058;1.051;Applied Mathematics
7.435;4.931;5.749;7.232;5.699;6.631;6.273;6.976;5.499;7.075;6.264;6.591;7.06;7.677;8.747;7.212;6.813;10.724;11.419;9.864;8.581;8.574;5.373;5.848;Applied Mathematics
7.435;4.931;5.749;7.232;5.699;6.631;6.273;6.976;5.499;7.075;6.264;6.591;7.06;7.677;8.747;7.212;6.813;10.724;11.419;9.864;8.581;8.574;5.373;5.848;Mathematics (miscellaneous)
2.264;1.593;1.463;1.489;2.317;1.765;2.195;2.709;2.807;4.49;3.621;0.104;1.956;2.127;3.618;3.163;3.537;2.501;2.917;3.538;3.52;3.034;2.692;2.863;Applied Mathematics
2.264;1.593;1.463;1.489;2.317;1.765;2.195;2.709;2.807;4.49;3.621;0.104;1.956;2.127;3.618;3.163;3.537;2.501;2.917;3.538;3.52;3.034;2.692;2.863;Mathematics (miscellaneous)
1.004;1.052;0.943;1.016;0.925;0.986;1.025;1.105;0.932;1.174;1.114;1.166;1.185;1.108;1.217;1.282;1.099;1.176;1.183;1.108;0.957;0.968;0.891;0.845;Mathematics (miscellaneous)
1.004;1.052;0.943;1.016;0.925;0.986;1.025;1.105;0.932;1.174;1.114;1.166;1.185;1.108;1.217;1.282;1.099;1.176;1.183;1.108;0.957;0.968;0.891;0.845;Applied Mathematics
1.768;1.753;1.553;1.735;1.698;1.828;2.085;2.004;1.634;2.037;1.874;2.199;2.031;2.043;2.239;2.389;2.172;2.371;2.378;2.165;2.022;1.798;1.649;1.59;Applied Mathematics
1.768;1.753;1.553;1.735;1.698;1.828;2.085;2.004;1.634;2.037;1.874;2.199;2.031;2.043;2.239;2.389;2.172;2.371;2.378;2.165;2.022;1.798;1.649;1.59;Mathematics (miscellaneous)
0.124;0.203;0.128;0.152;0.169;0.256;0.356;0.217;0.353;0.239;0.374;0.306;0.454;0.204;0.203;0.219;0.2;0.294;0.393;0.47;0.384;0.48;0.484;0.521;Mathematics (miscellaneous)
1.833;1.758;1.993;1.787;2.126;2.189;2.28;2.268;2.635;2.164;1.62;1.736;1.886;1.853;2.294;2.32;2.617;2.106;2.52;2.092;1.812;1.878;1.799;1.971;Statistics and Probability
1.833;1.758;1.993;1.787;2.126;2.189;2.28;2.268;2.635;2.164;1.62;1.736;1.886;1.853;2.294;2.32;2.617;2.106;2.52;2.092;1.812;1.878;1.799;1.971;Statistics, Probability and Uncertainty
0.596;0.968;0.98;0.89;0.895;0.913;0.828;0.823;0.89;0.783;1.113;0.791;0.873;1.062;1.2;0.975;1.063;0.883;1.228;0.546;1.031;0.776;0.794;0.755;Political Science and International Relations
0.596;0.968;0.98;0.89;0.895;0.913;0.828;0.823;0.89;0.783;1.113;0.791;0.873;1.062;1.2;0.975;1.063;0.883;1.228;0.546;1.031;0.776;0.794;0.755;Geometry and Topology
0.596;0.968;0.98;0.89;0.895;0.913;0.828;0.823;0.89;0.783;1.113;0.791;0.873;1.062;1.2;0.975;1.063;0.883;1.228;0.546;1.031;0.776;0.794;0.755;Analysis
5.655;5.653;4.302;6.091;4.321;4.465;4.827;6.527;5.823;7.234;8.119;7.114;7.194;7.171;7.841;9.389;10.191;9.196;10.923;9.257;7.77;8.01;6.677;6.76;Statistics and Probability
5.655;5.653;4.302;6.091;4.321;4.465;4.827;6.527;5.823;7.234;8.119;7.114;7.194;7.171;7.841;9.389;10.191;9.196;10.923;9.257;7.77;8.01;6.677;6.76;Statistics, Probability and Uncertainty
2.51;2.457;2.873;2.112;2.451;2.063;2.711;2.799;3.055;2.556;2.069;2.709;3.545;3.041;2.796;3.234;3.532;4.41;3.882;3.72;3.5;3.184;2.955;3.099;Statistics and Probability
2.51;2.457;2.873;2.112;2.451;2.063;2.711;2.799;3.055;2.556;2.069;2.709;3.545;3.041;2.796;3.234;3.532;4.41;3.882;3.72;3.5;3.184;2.955;3.099;Statistics, Probability and Uncertainty
0.88;0.825;1.125;1.183;1.047;0.527;0.796;0.933;1.096;0.737;0.541;0.8;0.842;0.864;0.731;0.924;1.074;0.871;1.38;1.226;1.165;0.943;0.872;0.918;Logic
0.25;1.067;0.172;0.43;0.347;0.322;0.269;0.45;0.776;0.768;0.502;1.048;0.733;0.751;0.759;0.882;1.419;1.726;1.52;1.046;0.824;0.576;1.043;0.892;Chemistry (miscellaneous)
0.25;1.067;0.172;0.43;0.347;0.322;0.269;0.45;0.776;0.768;0.502;1.048;0.733;0.751;0.759;0.882;1.419;1.726;1.52;1.046;0.824;0.576;1.043;0.892;Applied Mathematics
0.25;1.067;0.172;0.43;0.347;0.322;0.269;0.45;0.776;0.768;0.502;1.048;0.733;0.751;0.759;0.882;1.419;1.726;1.52;1.046;0.824;0.576;1.043;0.892;Computational Theory and Mathematics
0.25;1.067;0.172;0.43;0.347;0.322;0.269;0.45;0.776;0.768;0.502;1.048;0.733;0.751;0.759;0.882;1.419;1.726;1.52;1.046;0.824;0.576;1.043;0.892;Computer Science Applications
0.53;0.343;0.39;0.407;0.484;0.59;0.73;0.686;0.684;0.751;0.542;0.572;0.522;0.5;0.433;0.43;0.487;0.481;0.571;0.482;0.472;0.453;0.39;0.412;Chemical Engineering (miscellaneous)
0.53;0.343;0.39;0.407;0.484;0.59;0.73;0.686;0.684;0.751;0.542;0.572;0.522;0.5;0.433;0.43;0.487;0.481;0.571;0.482;0.472;0.453;0.39;0.412;Chemistry (miscellaneous)
0.53;0.343;0.39;0.407;0.484;0.59;0.73;0.686;0.684;0.751;0.542;0.572;0.522;0.5;0.433;0.43;0.487;0.481;0.571;0.482;0.472;0.453;0.39;0.412;Materials Science (miscellaneous)
0.53;0.343;0.39;0.407;0.484;0.59;0.73;0.686;0.684;0.751;0.542;0.572;0.522;0.5;0.433;0.43;0.487;0.481;0.571;0.482;0.472;0.453;0.39;0.412;Condensed Matter Physics
0.53;0.343;0.39;0.407;0.484;0.59;0.73;0.686;0.684;0.751;0.542;0.572;0.522;0.5;0.433;0.43;0.487;0.481;0.571;0.482;0.472;0.453;0.39;0.412;Information Systems
0.53;0.343;0.39;0.407;0.484;0.59;0.73;0.686;0.684;0.751;0.542;0.572;0.522;0.5;0.433;0.43;0.487;0.481;0.571;0.482;0.472;0.453;0.39;0.412;Modeling and Simulation
0.682;0.516;0.954;0.711;1.255;1.053;0.837;1.08;0.987;1.015;1.177;0.783;1.102;1.067;0.931;1.001;0.803;0.414;0.446;0.608;0.729;0.707;1.23;1.192;Hardware and Architecture
0.682;0.516;0.954;0.711;1.255;1.053;0.837;1.08;0.987;1.015;1.177;0.783;1.102;1.067;0.931;1.001;0.803;0.414;0.446;0.608;0.729;0.707;1.23;1.192;Computer Networks and Communications
0.682;0.516;0.954;0.711;1.255;1.053;0.837;1.08;0.987;1.015;1.177;0.783;1.102;1.067;0.931;1.001;0.803;0.414;0.446;0.608;0.729;0.707;1.23;1.192;Theoretical Computer Science
0.682;0.516;0.954;0.711;1.255;1.053;0.837;1.08;0.987;1.015;1.177;0.783;1.102;1.067;0.931;1.001;0.803;0.414;0.446;0.608;0.729;0.707;1.23;1.192;Computational Theory and Mathematics
0.474;0.479;0.601;0.405;0.704;0.39;0.37;0.755;0.553;0.478;0.36;1.099;0.559;0.659;0.54;0.627;0.38;0.382;0.295;0.389;0.434;0.377;0.386;0.324;Mathematics (miscellaneous)
0.474;0.479;0.601;0.405;0.704;0.39;0.37;0.755;0.553;0.478;0.36;1.099;0.559;0.659;0.54;0.627;0.38;0.382;0.295;0.389;0.434;0.377;0.386;0.324;Computer Science Applications
0.476;0.551;0.938;1.695;1.729;0.7;0.928;0.702;0.976;1.002;0.939;1.15;0.621;0.869;1.072;1.032;0.978;0.897;0.792;0.799;0.614;0.732;1.215;1.146;Computational Mathematics
0.361;0.476;0.46;0.643;0.583;0.571;0.532;0.463;0.539;0.886;0.94;0.638;0.506;0.449;0.739;0.69;0.421;0.411;0.377;0.43;0.329;0.366;0.508;0.684;Software
0.361;0.476;0.46;0.643;0.583;0.571;0.532;0.463;0.539;0.886;0.94;0.638;0.506;0.449;0.739;0.69;0.421;0.411;0.377;0.43;0.329;0.366;0.508;0.684;Theoretical Computer Science
0.456;0.407;1.231;0.678;0.593;0.681;0.592;0.875;1.182;0.848;0.728;0.679;0.59;0.641;0.688;1.269;0.91;0.687;0.683;0.736;0.54;0.416;0.633;0.524;Automotive Engineering
0.456;0.407;1.231;0.678;0.593;0.681;0.592;0.875;1.182;0.848;0.728;0.679;0.59;0.641;0.688;1.269;0.91;0.687;0.683;0.736;0.54;0.416;0.633;0.524;Aerospace Engineering
0.456;0.407;1.231;0.678;0.593;0.681;0.592;0.875;1.182;0.848;0.728;0.679;0.59;0.641;0.688;1.269;0.91;0.687;0.683;0.736;0.54;0.416;0.633;0.524;Computer Graphics and Computer-Aided Design
0.456;0.407;1.231;0.678;0.593;0.681;0.592;0.875;1.182;0.848;0.728;0.679;0.59;0.641;0.688;1.269;0.91;0.687;0.683;0.736;0.54;0.416;0.633;0.524;Modeling and Simulation
0.378;0.535;0.728;0.689;0.731;0.812;0.838;0.828;0.975;0.859;0.673;0.584;0.653;0.605;0.571;0.636;0.699;0.701;0.671;0.831;0.943;0.679;1.04;1.152;Hardware and Architecture
0.378;0.535;0.728;0.689;0.731;0.812;0.838;0.828;0.975;0.859;0.673;0.584;0.653;0.605;0.571;0.636;0.699;0.701;0.671;0.831;0.943;0.679;1.04;1.152;Software
0.378;0.535;0.728;0.689;0.731;0.812;0.838;0.828;0.975;0.859;0.673;0.584;0.653;0.605;0.571;0.636;0.699;0.701;0.671;0.831;0.943;0.679;1.04;1.152;Theoretical Computer Science
0.378;0.535;0.728;0.689;0.731;0.812;0.838;0.828;0.975;0.859;0.673;0.584;0.653;0.605;0.571;0.636;0.699;0.701;0.671;0.831;0.943;0.679;1.04;1.152;Computational Theory and Mathematics
1.6;1.701;1.294;1.226;1.069;1.102;1.46;2.112;2.04;1.52;1.851;1.408;2.216;2.328;2.132;2.504;2.959;3.321;3.493;2.968;3.993;3.463;6.078;5.767;Computational Theory and Mathematics
1.6;1.701;1.294;1.226;1.069;1.102;1.46;2.112;2.04;1.52;1.851;1.408;2.216;2.328;2.132;2.504;2.959;3.321;3.493;2.968;3.993;3.463;6.078;5.767;Software
1.6;1.701;1.294;1.226;1.069;1.102;1.46;2.112;2.04;1.52;1.851;1.408;2.216;2.328;2.132;2.504;2.959;3.321;3.493;2.968;3.993;3.463;6.078;5.767;Theoretical Computer Science
2.664;2.238;2.361;2.466;1.953;1.77;1.728;1.641;1.61;1.74;1.668;1.997;1.84;1.514;2.034;1.644;1.429;1.401;1.526;1.345;1.544;1.177;1.114;1.107;Mathematics (miscellaneous)
0.642;0.808;0.945;0.841;0.996;0.544;0.86;0.905;0.718;0.524;1.152;0.808;0.927;0.939;0.881;1.056;0.813;0.896;0.829;0.799;0.71;1.047;0.655;0.731;Mathematics (miscellaneous)
1.729;1.9;2.034;2.005;1.56;1.466;1.498;1.267;1.232;1.466;1.661;1.716;1.65;1.591;1.68;1.753;1.521;1.872;1.939;1.503;1.694;1.95;1.575;1.302;Algebra and Number Theory
1.729;1.9;2.034;2.005;1.56;1.466;1.498;1.267;1.232;1.466;1.661;1.716;1.65;1.591;1.68;1.753;1.521;1.872;1.939;1.503;1.694;1.95;1.575;1.302;Applied Mathematics
1.729;1.9;2.034;2.005;1.56;1.466;1.498;1.267;1.232;1.466;1.661;1.716;1.65;1.591;1.68;1.753;1.521;1.872;1.939;1.503;1.694;1.95;1.575;1.302;Computational Mathematics
0.614;0.846;0.18;0.612;0.143;0.272;0.272;0.151;0.325;0.593;0.156;0.343;0.381;0.524;0.921;0.832;0.744;0.832;0.912;0.816;0.951;0.955;0.92;0.709;Mathematics (miscellaneous)
2.164;2.222;2.385;2.238;2.522;1.942;2.364;2.235;2.322;2.515;2.429;2.321;2.492;2.566;2.793;3.096;3.112;2.855;3.101;2.448;2.221;2.235;1.792;2.107;Mathematics (miscellaneous)
