anio_1;anio_2;anio_3;anio_4;anio_5;anio_6;anio_7;anio_8;anio_9;anio_10;anio_11;anio_12;anio_13;anio_14;anio_15;anio_16;anio_17;anio_18;anio_19;anio_20;anio_21;anio_22;anio_23;anio_24;areas
0.8;1.241;1.089;1.273;1.547;0.957;0.931;1.697;1.413;1.445;1.246;1.237;1.236;1.435;1.421;1.397;1.346;1.037;1.108;0.967;0.902;1.102;1.131;0.969;Industrial and Manufacturing Engineering
0.8;1.241;1.089;1.273;1.547;0.957;0.931;1.697;1.413;1.445;1.246;1.237;1.236;1.435;1.421;1.397;1.346;1.037;1.108;0.967;0.902;1.102;1.131;0.969;Modeling and Simulation
1.505;1.127;2.293;1.903;1.326;1.288;1.573;1.439;1.342;1.519;1.534;1.232;1.09;1.101;1.024;0.988;1.155;1.145;1.14;1.038;0.944;0.873;0.761;0.682;Chemical Engineering (miscellaneous)
1.505;1.127;2.293;1.903;1.326;1.288;1.573;1.439;1.342;1.519;1.534;1.232;1.09;1.101;1.024;0.988;1.155;1.145;1.14;1.038;0.944;0.873;0.761;0.682;Mechanical Engineering
1.505;1.127;2.293;1.903;1.326;1.288;1.573;1.439;1.342;1.519;1.534;1.232;1.09;1.101;1.024;0.988;1.155;1.145;1.14;1.038;0.944;0.873;0.761;0.682;Applied Mathematics
1.505;1.127;2.293;1.903;1.326;1.288;1.573;1.439;1.342;1.519;1.534;1.232;1.09;1.101;1.024;0.988;1.155;1.145;1.14;1.038;0.944;0.873;0.761;0.682;Condensed Matter Physics
1.505;1.127;2.293;1.903;1.326;1.288;1.573;1.439;1.342;1.519;1.534;1.232;1.09;1.101;1.024;0.988;1.155;1.145;1.14;1.038;0.944;0.873;0.761;0.682;Materials Science (miscellaneous)
0.175;0.286;0.27;0.242;0.176;0.139;0.229;0.332;0.297;0.329;0.269;0.344;0.323;0.406;0.399;0.454;0.347;0.317;0.33;0.286;0.327;0.301;0.43;0.51;Modeling and Simulation
0.175;0.286;0.27;0.242;0.176;0.139;0.229;0.332;0.297;0.329;0.269;0.344;0.323;0.406;0.399;0.454;0.347;0.317;0.33;0.286;0.327;0.301;0.43;0.51;Computer Graphics and Computer-Aided Design
0.175;0.286;0.27;0.242;0.176;0.139;0.229;0.332;0.297;0.329;0.269;0.344;0.323;0.406;0.399;0.454;0.347;0.317;0.33;0.286;0.327;0.301;0.43;0.51;Mathematics (miscellaneous)
0.175;0.286;0.27;0.242;0.176;0.139;0.229;0.332;0.297;0.329;0.269;0.344;0.323;0.406;0.399;0.454;0.347;0.317;0.33;0.286;0.327;0.301;0.43;0.51;Software
1.121;1.031;1.258;1.188;1.169;1.096;1.199;1.096;1.212;1.077;1.007;0.925;0.883;0.972;1.021;0.974;0.936;0.832;0.931;0.998;0.899;0.814;0.793;0.752;Engineering (miscellaneous)
1.121;1.031;1.258;1.188;1.169;1.096;1.199;1.096;1.212;1.077;1.007;0.925;0.883;0.972;1.021;0.974;0.936;0.832;0.931;0.998;0.899;0.814;0.793;0.752;Physics and Astronomy (miscellaneous)
1.121;1.031;1.258;1.188;1.169;1.096;1.199;1.096;1.212;1.077;1.007;0.925;0.883;0.972;1.021;0.974;0.936;0.832;0.931;0.998;0.899;0.814;0.793;0.752;Mathematics (miscellaneous)
0.205;0.297;0.223;0.421;0.248;0.498;0.397;0.298;0.593;0.494;0.36;0.4;0.325;0.784;0.775;0.965;0.625;0.459;0.531;0.545;0.446;0.899;0.745;0.666;Logic
0.205;0.297;0.223;0.421;0.248;0.498;0.397;0.298;0.593;0.494;0.36;0.4;0.325;0.784;0.775;0.965;0.625;0.459;0.531;0.545;0.446;0.899;0.745;0.666;Analysis
0.168;0.109;0.336;0.156;0.155;0.233;0.26;0.33;0.327;0.22;0.292;0.226;0.261;0.288;0.288;0.291;0.219;0.207;0.208;0.179;0.252;0.309;0.245;0.225;Applied Mathematics
1.445;1.242;1.084;1.438;1.133;1.137;0.939;0.34;0.639;1.526;1.067;1.576;1.554;1.007;1.238;1.164;1.219;1.292;1.208;1.014;1.122;1.548;1.173;1.158;Analysis
0.15;0.14;0.33;0.163;0.101;0.346;0.321;1.454;0.528;0.725;0.724;0.809;0.974;0.757;1.049;0.658;1.817;0.984;1.288;1.387;1.891;1.321;1.136;1.101;Automotive Engineering
0.15;0.14;0.33;0.163;0.101;0.346;0.321;1.454;0.528;0.725;0.724;0.809;0.974;0.757;1.049;0.658;1.817;0.984;1.288;1.387;1.891;1.321;1.136;1.101;Aerospace Engineering
0.15;0.14;0.33;0.163;0.101;0.346;0.321;1.454;0.528;0.725;0.724;0.809;0.974;0.757;1.049;0.658;1.817;0.984;1.288;1.387;1.891;1.321;1.136;1.101;Control and Systems Engineering
0.15;0.14;0.33;0.163;0.101;0.346;0.321;1.454;0.528;0.725;0.724;0.809;0.974;0.757;1.049;0.658;1.817;0.984;1.288;1.387;1.891;1.321;1.136;1.101;Applied Mathematics
0.15;0.14;0.33;0.163;0.101;0.346;0.321;1.454;0.528;0.725;0.724;0.809;0.974;0.757;1.049;0.658;1.817;0.984;1.288;1.387;1.891;1.321;1.136;1.101;Computer Science Applications
0.15;0.14;0.33;0.163;0.101;0.346;0.321;1.454;0.528;0.725;0.724;0.809;0.974;0.757;1.049;0.658;1.817;0.984;1.288;1.387;1.891;1.321;1.136;1.101;Information Systems
0.15;0.14;0.33;0.163;0.101;0.346;0.321;1.454;0.528;0.725;0.724;0.809;0.974;0.757;1.049;0.658;1.817;0.984;1.288;1.387;1.891;1.321;1.136;1.101;Software
0.776;0.59;0.494;0.352;0.554;0.382;0.705;0.516;0.555;0.601;0.579;0.609;0.525;0.722;0.426;0.594;1.016;0.631;0.353;0.474;0.654;0.736;0.723;0.532;History and Philosophy of Science
0.776;0.59;0.494;0.352;0.554;0.382;0.705;0.516;0.555;0.601;0.579;0.609;0.525;0.722;0.426;0.594;1.016;0.631;0.353;0.474;0.654;0.736;0.723;0.532;Logic
0.105;0.1;0.1;0.167;0.102;0.11;0.109;0.101;0.1;0.1;0.113;0.116;0.153;0.123;0.156;0.202;0.202;0.216;0.241;0.191;0.236;0.226;0.19;0.157;Computational Mathematics
0.425;0.458;0.478;0.326;0.816;0.486;0.361;0.836;0.616;0.317;0.486;0.408;0.501;0.174;0.201;0.578;0.269;0.315;0.393;0.179;0.434;0.534;0.335;0.237;Geometry and Topology
3.181;1.264;1.106;2.295;1.377;2.321;1.567;2.031;1.318;2.15;1.637;2.422;2.385;4.022;1.6;2.553;1.458;1.471;1.785;2.321;1.611;1.169;0.668;0.715;Mathematics (miscellaneous)
0.715;1.195;0.687;0.686;1.073;0.496;0.497;0.586;0.442;0.516;0.84;0.786;0.793;0.975;1.227;1.163;0.703;0.772;0.949;0.757;0.634;0.852;0.975;0.841;Aerospace Engineering
0.715;1.195;0.687;0.686;1.073;0.496;0.497;0.586;0.442;0.516;0.84;0.786;0.793;0.975;1.227;1.163;0.703;0.772;0.949;0.757;0.634;0.852;0.975;0.841;Mechanical Engineering
0.715;1.195;0.687;0.686;1.073;0.496;0.497;0.586;0.442;0.516;0.84;0.786;0.793;0.975;1.227;1.163;0.703;0.772;0.949;0.757;0.634;0.852;0.975;0.841;Modeling and Simulation
0.715;1.195;0.687;0.686;1.073;0.496;0.497;0.586;0.442;0.516;0.84;0.786;0.793;0.975;1.227;1.163;0.703;0.772;0.949;0.757;0.634;0.852;0.975;0.841;Computer Science Applications
0.715;1.195;0.687;0.686;1.073;0.496;0.497;0.586;0.442;0.516;0.84;0.786;0.793;0.975;1.227;1.163;0.703;0.772;0.949;0.757;0.634;0.852;0.975;0.841;Control and Optimization
0.167;0.239;0.151;0.14;0.303;0.267;0.234;0.539;0.406;0.362;0.493;0.385;0.395;0.379;0.36;0.383;0.402;0.393;0.439;0.363;0.44;0.403;0.362;0.317;Mathematics (miscellaneous)
0.283;0.71;0.236;1.611;0.538;0.96;0.935;1.288;1.203;0.963;0.712;0.641;0.436;1.502;0.934;0.923;0.751;0.572;0.843;0.846;0.572;0.56;0.608;0.636;Mathematics (miscellaneous)
0.205;0.21;0.28;0.382;0.409;0.325;0.38;0.306;0.356;0.345;0.332;0.303;0.431;0.392;0.39;0.381;0.354;0.324;0.357;0.332;0.278;0.284;0.39;0.277;Computer Science (miscellaneous)
0.205;0.21;0.28;0.382;0.409;0.325;0.38;0.306;0.356;0.345;0.332;0.303;0.431;0.392;0.39;0.381;0.354;0.324;0.357;0.332;0.278;0.284;0.39;0.277;Theoretical Computer Science
0.103;0.1;0.101;0.1;0.101;0.1;0.101;0.103;0.1;0.101;0.1;0.1;0.1;0.1;0.1;0.101;0.105;0.104;0.103;0.104;0.111;0.116;0.116;0.112;Computer Science Applications
0.103;0.1;0.101;0.1;0.101;0.1;0.101;0.103;0.1;0.101;0.1;0.1;0.1;0.1;0.1;0.101;0.105;0.104;0.103;0.104;0.111;0.116;0.116;0.112;Hardware and Architecture
0.103;0.1;0.101;0.1;0.101;0.1;0.101;0.103;0.1;0.101;0.1;0.1;0.1;0.1;0.1;0.101;0.105;0.104;0.103;0.104;0.111;0.116;0.116;0.112;Software
0.103;0.1;0.101;0.1;0.101;0.1;0.101;0.103;0.1;0.101;0.1;0.1;0.1;0.1;0.1;0.101;0.105;0.104;0.103;0.104;0.111;0.116;0.116;0.112;Theoretical Computer Science
0.302;0.32;0.158;0.288;0.388;0.203;0.174;0.232;0.503;0.596;0.372;0.464;0.289;0.249;0.319;0.288;0.457;0.241;0.466;0.412;0.412;0.462;0.46;0.502;Mathematics (miscellaneous)
0.104;0.101;0.135;0.101;0.1;0.113;0.187;0.141;0.159;0.153;0.211;0.205;0.43;0.25;0.266;0.166;0.353;0.214;0.28;0.281;0.771;0.452;0.39;0.281;Education
0.104;0.101;0.135;0.101;0.1;0.113;0.187;0.141;0.159;0.153;0.211;0.205;0.43;0.25;0.266;0.166;0.353;0.214;0.28;0.281;0.771;0.452;0.39;0.281;Mathematics (miscellaneous)
1.669;1.519;1.341;0.92;1.468;1.099;1.181;1.206;1.138;1.239;2.725;1.467;1.199;1.729;1.719;1.555;0.966;1.188;1.546;2.118;1.48;1.644;1.699;1.092;Modeling and Simulation
1.669;1.519;1.341;0.92;1.468;1.099;1.181;1.206;1.138;1.239;2.725;1.467;1.199;1.729;1.719;1.555;0.966;1.188;1.546;2.118;1.48;1.644;1.699;1.092;Applied Mathematics
1.669;1.519;1.341;0.92;1.468;1.099;1.181;1.206;1.138;1.239;2.725;1.467;1.199;1.729;1.719;1.555;0.966;1.188;1.546;2.118;1.48;1.644;1.699;1.092;Statistics and Probability
0.802;0.476;0.241;0.283;0.365;0.377;0.48;0.419;0.314;0.29;0.243;0.261;0.223;0.268;0.343;0.348;0.3;0.346;0.265;0.376;0.309;0.395;0.483;0.302;Geometry and Topology
0.934;0.571;0.807;1.318;1.401;1.325;1.182;0.972;0.997;1.284;0.932;1.087;0.975;0.755;1.067;0.541;0.816;1.134;1.138;0.994;0.941;1.005;1.086;1.142;Mechanical Engineering
0.934;0.571;0.807;1.318;1.401;1.325;1.182;0.972;0.997;1.284;0.932;1.087;0.975;0.755;1.067;0.541;0.816;1.134;1.138;0.994;0.941;1.005;1.086;1.142;Applied Mathematics
0.934;0.571;0.807;1.318;1.401;1.325;1.182;0.972;0.997;1.284;0.932;1.087;0.975;0.755;1.067;0.541;0.816;1.134;1.138;0.994;0.941;1.005;1.086;1.142;Condensed Matter Physics
0.934;0.571;0.807;1.318;1.401;1.325;1.182;0.972;0.997;1.284;0.932;1.087;0.975;0.755;1.067;0.541;0.816;1.134;1.138;0.994;0.941;1.005;1.086;1.142;Materials Science (miscellaneous)
0.101;0.101;0.101;0.101;0.101;0.101;0.101;0.104;0.112;0.124;0.129;0.133;0.128;0.175;0.194;0.189;0.207;0.207;0.188;0.213;0.195;0.162;0.185;0.178;Materials Science (miscellaneous)
0.101;0.101;0.101;0.101;0.101;0.101;0.101;0.104;0.112;0.124;0.129;0.133;0.128;0.175;0.194;0.189;0.207;0.207;0.188;0.213;0.195;0.162;0.185;0.178;Electrical and Electronic Engineering
0.101;0.101;0.101;0.101;0.101;0.101;0.101;0.104;0.112;0.124;0.129;0.133;0.128;0.175;0.194;0.189;0.207;0.207;0.188;0.213;0.195;0.162;0.185;0.178;Mechanical Engineering
0.101;0.101;0.101;0.101;0.101;0.101;0.101;0.104;0.112;0.124;0.129;0.133;0.128;0.175;0.194;0.189;0.207;0.207;0.188;0.213;0.195;0.162;0.185;0.178;Modeling and Simulation
2.102;2.01;1.835;1.895;1.778;1.916;0.802;0.619;1.209;1.034;1.399;2.474;3.157;2.511;2.231;2.354;2.26;2.861;2.646;2.143;2.162;1.621;1.445;1.784;Mathematics (miscellaneous)
2.102;2.01;1.835;1.895;1.778;1.916;0.802;0.619;1.209;1.034;1.399;2.474;3.157;2.511;2.231;2.354;2.26;2.861;2.646;2.143;2.162;1.621;1.445;1.784;Physics and Astronomy (miscellaneous)
2.442;1.999;1.562;2.047;1.923;1.882;1.532;1.427;1.698;1.422;2.317;2.229;2.047;1.461;2.497;2.423;2.075;2.345;2.012;3.199;2.261;2.204;2.014;1.978;Mathematics (miscellaneous)
2.442;1.999;1.562;2.047;1.923;1.882;1.532;1.427;1.698;1.422;2.317;2.229;2.047;1.461;2.497;2.423;2.075;2.345;2.012;3.199;2.261;2.204;2.014;1.978;Statistics and Probability
2.442;1.999;1.562;2.047;1.923;1.882;1.532;1.427;1.698;1.422;2.317;2.229;2.047;1.461;2.497;2.423;2.075;2.345;2.012;3.199;2.261;2.204;2.014;1.978;Statistics, Probability and Uncertainty
0.353;0.329;0.487;0.157;0.893;0.701;0.887;0.556;0.336;0.7;0.748;0.459;0.593;0.594;0.611;0.683;0.703;0.997;0.726;0.809;0.728;0.683;0.6;0.379;Statistics, Probability and Uncertainty
0.353;0.329;0.487;0.157;0.893;0.701;0.887;0.556;0.336;0.7;0.748;0.459;0.593;0.594;0.611;0.683;0.703;0.997;0.726;0.809;0.728;0.683;0.6;0.379;Statistics and Probability
0.555;0.608;0.731;0.772;0.845;0.643;0.675;0.525;0.638;0.631;0.545;0.602;0.763;0.728;0.739;0.74;0.703;0.694;0.58;0.559;0.588;0.576;0.465;0.454;Statistics and Probability
0.555;0.608;0.731;0.772;0.845;0.643;0.675;0.525;0.638;0.631;0.545;0.602;0.763;0.728;0.739;0.74;0.703;0.694;0.58;0.559;0.588;0.576;0.465;0.454;Statistics, Probability and Uncertainty
0.329;0.595;0.434;0.385;1;0.779;0.725;0.448;0.609;0.674;0.719;0.584;0.506;0.342;0.434;0.421;0.427;0.356;0.338;0.271;0.368;0.425;0.314;0.302;Modeling and Simulation
0.329;0.595;0.434;0.385;1;0.779;0.725;0.448;0.609;0.674;0.719;0.584;0.506;0.342;0.434;0.421;0.427;0.356;0.338;0.271;0.368;0.425;0.314;0.302;Applied Mathematics
0.329;0.595;0.434;0.385;1;0.779;0.725;0.448;0.609;0.674;0.719;0.584;0.506;0.342;0.434;0.421;0.427;0.356;0.338;0.271;0.368;0.425;0.314;0.302;Statistics and Probability
0.129;0.138;0.527;0.34;0.826;0.806;1.018;1.097;0.99;1.166;1.177;1.176;0.993;1.238;1.589;1.15;1.537;1.627;1.514;1.554;1.439;1.233;1.137;0.761;Statistics and Probability
0.129;0.138;0.527;0.34;0.826;0.806;1.018;1.097;0.99;1.166;1.177;1.176;0.993;1.238;1.589;1.15;1.537;1.627;1.514;1.554;1.439;1.233;1.137;0.761;Statistics, Probability and Uncertainty
0.354;0.922;0.296;0.547;0.32;0.313;0.422;0.346;0.388;0.586;0.448;0.572;0.589;0.485;0.554;0.51;0.521;0.526;0.489;0.607;0.573;0.63;0.634;0.528;Electrical and Electronic Engineering
0.354;0.922;0.296;0.547;0.32;0.313;0.422;0.346;0.388;0.586;0.448;0.572;0.589;0.485;0.554;0.51;0.521;0.526;0.489;0.607;0.573;0.63;0.634;0.528;Instrumentation
0.354;0.922;0.296;0.547;0.32;0.313;0.422;0.346;0.388;0.586;0.448;0.572;0.589;0.485;0.554;0.51;0.521;0.526;0.489;0.607;0.573;0.63;0.634;0.528;Computer Science Applications
0.354;0.922;0.296;0.547;0.32;0.313;0.422;0.346;0.388;0.586;0.448;0.572;0.589;0.485;0.554;0.51;0.521;0.526;0.489;0.607;0.573;0.63;0.634;0.528;Modeling and Simulation
4.357;4.011;3.9;2.385;2.62;3.046;2.668;2.643;3.02;3.197;3.572;3.933;3.254;3.409;4.304;3.686;2.85;2.803;3.485;4.046;2.8;3.307;3.172;3.566;Agricultural and Biological Sciences (miscellaneous)
4.357;4.011;3.9;2.385;2.62;3.046;2.668;2.643;3.02;3.197;3.572;3.933;3.254;3.409;4.304;3.686;2.85;2.803;3.485;4.046;2.8;3.307;3.172;3.566;Applied Mathematics
4.357;4.011;3.9;2.385;2.62;3.046;2.668;2.643;3.02;3.197;3.572;3.933;3.254;3.409;4.304;3.686;2.85;2.803;3.485;4.046;2.8;3.307;3.172;3.566;Mathematics (miscellaneous)
4.357;4.011;3.9;2.385;2.62;3.046;2.668;2.643;3.02;3.197;3.572;3.933;3.254;3.409;4.304;3.686;2.85;2.803;3.485;4.046;2.8;3.307;3.172;3.566;Statistics and Probability
4.357;4.011;3.9;2.385;2.62;3.046;2.668;2.643;3.02;3.197;3.572;3.933;3.254;3.409;4.304;3.686;2.85;2.803;3.485;4.046;2.8;3.307;3.172;3.566;Statistics, Probability and Uncertainty
0.164;0.286;0.432;0.448;0.397;0.445;0.474;0.757;1.207;1.544;1.543;1.51;1.821;2.127;2.171;2.226;1.96;1.781;1.635;1.62;1.723;1.524;2.29;2.285;Control and Systems Engineering
0.164;0.286;0.432;0.448;0.397;0.445;0.474;0.757;1.207;1.544;1.543;1.51;1.821;2.127;2.171;2.226;1.96;1.781;1.635;1.62;1.723;1.524;2.29;2.285;Information Systems and Management
0.164;0.286;0.432;0.448;0.397;0.445;0.474;0.757;1.207;1.544;1.543;1.51;1.821;2.127;2.171;2.226;1.96;1.781;1.635;1.62;1.723;1.524;2.29;2.285;Software
0.164;0.286;0.432;0.448;0.397;0.445;0.474;0.757;1.207;1.544;1.543;1.51;1.821;2.127;2.171;2.226;1.96;1.781;1.635;1.62;1.723;1.524;2.29;2.285;Artificial Intelligence
0.164;0.286;0.432;0.448;0.397;0.445;0.474;0.757;1.207;1.544;1.543;1.51;1.821;2.127;2.171;2.226;1.96;1.781;1.635;1.62;1.723;1.524;2.29;2.285;Computer Science Applications
0.164;0.286;0.432;0.448;0.397;0.445;0.474;0.757;1.207;1.544;1.543;1.51;1.821;2.127;2.171;2.226;1.96;1.781;1.635;1.62;1.723;1.524;2.29;2.285;Theoretical Computer Science
0.722;1.207;1.815;2.83;1.674;1.733;2.505;1.601;2.383;2.863;2.757;3.376;2.018;2.596;2.704;2.671;2.374;2.857;3.818;3.849;3.822;4.041;3.302;3.014;Decision Sciences (miscellaneous)
0.722;1.207;1.815;2.83;1.674;1.733;2.505;1.601;2.383;2.863;2.757;3.376;2.018;2.596;2.704;2.671;2.374;2.857;3.818;3.849;3.822;4.041;3.302;3.014;Economics, Econometrics and Finance (miscellaneous)
0.722;1.207;1.815;2.83;1.674;1.733;2.505;1.601;2.383;2.863;2.757;3.376;2.018;2.596;2.704;2.671;2.374;2.857;3.818;3.849;3.822;4.041;3.302;3.014;Sociology and Political Science
0.722;1.207;1.815;2.83;1.674;1.733;2.505;1.601;2.383;2.863;2.757;3.376;2.018;2.596;2.704;2.671;2.374;2.857;3.818;3.849;3.822;4.041;3.302;3.014;Modeling and Simulation
0.326;0.288;0.444;0.45;0.497;0.401;0.507;0.319;0.373;0.398;0.367;0.394;0.387;0.523;0.566;0.676;0.662;0.727;0.733;0.724;0.801;0.772;0.996;1.106;Electrical and Electronic Engineering
0.326;0.288;0.444;0.45;0.497;0.401;0.507;0.319;0.373;0.398;0.367;0.394;0.387;0.523;0.566;0.676;0.662;0.727;0.733;0.724;0.801;0.772;0.996;1.106;Applied Mathematics
0.326;0.288;0.444;0.45;0.497;0.401;0.507;0.319;0.373;0.398;0.367;0.394;0.387;0.523;0.566;0.676;0.662;0.727;0.733;0.724;0.801;0.772;0.996;1.106;Condensed Matter Physics
0.326;0.288;0.444;0.45;0.497;0.401;0.507;0.319;0.373;0.398;0.367;0.394;0.387;0.523;0.566;0.676;0.662;0.727;0.733;0.724;0.801;0.772;0.996;1.106;Education
0.326;0.288;0.444;0.45;0.497;0.401;0.507;0.319;0.373;0.398;0.367;0.394;0.387;0.523;0.566;0.676;0.662;0.727;0.733;0.724;0.801;0.772;0.996;1.106;Instrumentation
0.326;0.288;0.444;0.45;0.497;0.401;0.507;0.319;0.373;0.398;0.367;0.394;0.387;0.523;0.566;0.676;0.662;0.727;0.733;0.724;0.801;0.772;0.996;1.106;Statistics and Probability
0.192;0.112;0.16;0.101;0.1;0.104;0.103;0.101;0.192;0.192;0.162;0.195;0.197;0.194;0.216;0.21;0.206;0.178;0.163;0.151;0.178;0.149;0.207;0.215;Instrumentation
0.192;0.112;0.16;0.101;0.1;0.104;0.103;0.101;0.192;0.192;0.162;0.195;0.197;0.194;0.216;0.21;0.206;0.178;0.163;0.151;0.178;0.149;0.207;0.215;Applied Mathematics
0.143;0.149;0.107;0.123;0.125;0.127;0.145;0.145;0.195;0.238;0.134;0.141;0.12;0.139;0.104;0.189;0.234;0.174;0.137;0.198;0.208;0.286;0.405;0.468;Instrumentation
0.143;0.149;0.107;0.123;0.125;0.127;0.145;0.145;0.195;0.238;0.134;0.141;0.12;0.139;0.104;0.189;0.234;0.174;0.137;0.198;0.208;0.286;0.405;0.468;Applied Mathematics
0.143;0.149;0.107;0.123;0.125;0.127;0.145;0.145;0.195;0.238;0.134;0.141;0.12;0.139;0.104;0.189;0.234;0.174;0.137;0.198;0.208;0.286;0.405;0.468;Control and Optimization
0.979;0.764;0.608;0.584;0.657;0.805;0.801;0.73;0.811;0.858;0.884;0.67;0.851;0.748;0.639;0.704;0.704;0.672;0.53;0.57;0.551;0.48;0.477;0.478;Engineering (miscellaneous)
0.979;0.764;0.608;0.584;0.657;0.805;0.801;0.73;0.811;0.858;0.884;0.67;0.851;0.748;0.639;0.704;0.704;0.672;0.53;0.57;0.551;0.48;0.477;0.478;Instrumentation
0.979;0.764;0.608;0.584;0.657;0.805;0.801;0.73;0.811;0.858;0.884;0.67;0.851;0.748;0.639;0.704;0.704;0.672;0.53;0.57;0.551;0.48;0.477;0.478;Applied Mathematics
1.035;1;0.834;0.799;0.955;0.94;1.149;0.843;0.827;1.223;1.126;0.81;1.14;1.457;1.285;1.666;1.559;0.794;1.019;2.221;1.983;1.273;0.755;0.766;Psychology (miscellaneous)
1.035;1;0.834;0.799;0.955;0.94;1.149;0.843;0.827;1.223;1.126;0.81;1.14;1.457;1.285;1.666;1.559;0.794;1.019;2.221;1.983;1.273;0.755;0.766;Applied Mathematics
0.221;0.258;0.527;0.359;0.594;0.556;0.6;0.27;0.256;0.169;0.194;0.246;0.426;0.388;0.56;0.31;0.268;0.296;0.242;0.242;0.278;0.277;0.316;0.404;Hardware and Architecture
0.221;0.258;0.527;0.359;0.594;0.556;0.6;0.27;0.256;0.169;0.194;0.246;0.426;0.388;0.56;0.31;0.268;0.296;0.242;0.242;0.278;0.277;0.316;0.404;Computer Networks and Communications
0.221;0.258;0.527;0.359;0.594;0.556;0.6;0.27;0.256;0.169;0.194;0.246;0.426;0.388;0.56;0.31;0.268;0.296;0.242;0.242;0.278;0.277;0.316;0.404;Software
0.221;0.258;0.527;0.359;0.594;0.556;0.6;0.27;0.256;0.169;0.194;0.246;0.426;0.388;0.56;0.31;0.268;0.296;0.242;0.242;0.278;0.277;0.316;0.404;Theoretical Computer Science
0.718;0.851;0.346;0.439;0.344;0.537;0.611;0.782;0.782;0.764;0.658;0.672;0.616;0.665;0.707;0.715;0.497;0.814;0.765;1.113;0.843;0.621;0.782;0.711;Agricultural and Biological Sciences (miscellaneous)
0.718;0.851;0.346;0.439;0.344;0.537;0.611;0.782;0.782;0.764;0.658;0.672;0.616;0.665;0.707;0.715;0.497;0.814;0.765;1.113;0.843;0.621;0.782;0.711;Environmental Science (miscellaneous)
0.718;0.851;0.346;0.439;0.344;0.537;0.611;0.782;0.782;0.764;0.658;0.672;0.616;0.665;0.707;0.715;0.497;0.814;0.765;1.113;0.843;0.621;0.782;0.711;Applied Mathematics
0.718;0.851;0.346;0.439;0.344;0.537;0.611;0.782;0.782;0.764;0.658;0.672;0.616;0.665;0.707;0.715;0.497;0.814;0.765;1.113;0.843;0.621;0.782;0.711;Statistics and Probability
0.718;0.851;0.346;0.439;0.344;0.537;0.611;0.782;0.782;0.764;0.658;0.672;0.616;0.665;0.707;0.715;0.497;0.814;0.765;1.113;0.843;0.621;0.782;0.711;Statistics, Probability and Uncertainty
0.595;0.566;0.611;1.15;0.639;0.766;0.992;0.74;0.791;0.641;0.708;0.932;0.794;0.544;0.613;0.398;0.58;0.55;0.406;0.592;0.361;0.406;0.357;0.557;Industrial and Manufacturing Engineering
0.595;0.566;0.611;1.15;0.639;0.766;0.992;0.74;0.791;0.641;0.708;0.932;0.794;0.544;0.613;0.398;0.58;0.55;0.406;0.592;0.361;0.406;0.357;0.557;Statistics and Probability
0.595;0.566;0.611;1.15;0.639;0.766;0.992;0.74;0.791;0.641;0.708;0.932;0.794;0.544;0.613;0.398;0.58;0.55;0.406;0.592;0.361;0.406;0.357;0.557;Statistics, Probability and Uncertainty
0.595;0.566;0.611;1.15;0.639;0.766;0.992;0.74;0.791;0.641;0.708;0.932;0.794;0.544;0.613;0.398;0.58;0.55;0.406;0.592;0.361;0.406;0.357;0.557;Management Science and Operations Research
0.748;0.681;1.019;0.978;1.075;0.869;0.839;0.62;1.142;1.11;1.433;1.401;1.672;1.217;0.977;1.099;1.057;1.1;0.961;0.844;0.602;0.665;0.875;0.961;Ocean Engineering
0.748;0.681;1.019;0.978;1.075;0.869;0.839;0.62;1.142;1.11;1.433;1.401;1.672;1.217;0.977;1.099;1.057;1.1;0.961;0.844;0.602;0.665;0.875;0.961;Management Science and Operations Research
0.748;0.681;1.019;0.978;1.075;0.869;0.839;0.62;1.142;1.11;1.433;1.401;1.672;1.217;0.977;1.099;1.057;1.1;0.961;0.844;0.602;0.665;0.875;0.961;Modeling and Simulation
0.103;0.1;0.188;0.195;0.194;0.209;0.209;0.212;0.208;0.215;0.203;0.183;0.176;0.175;0.174;0.16;0.165;0.172;0.176;0.151;0.153;0.163;0.156;0.169;Engineering (miscellaneous)
0.103;0.1;0.188;0.195;0.194;0.209;0.209;0.212;0.208;0.215;0.203;0.183;0.176;0.175;0.174;0.16;0.165;0.172;0.176;0.151;0.153;0.163;0.156;0.169;Applied Mathematics
0.103;0.1;0.188;0.195;0.194;0.209;0.209;0.212;0.208;0.215;0.203;0.183;0.176;0.175;0.174;0.16;0.165;0.172;0.176;0.151;0.153;0.163;0.156;0.169;Computer Science Applications
0.205;0.199;0.124;0.229;0.267;0.296;0.217;0.153;0.211;0.25;0.261;0.242;0.257;0.259;0.273;0.285;0.32;0.26;0.323;0.261;0.312;0.35;0.461;0.423;Electrical and Electronic Engineering
0.205;0.199;0.124;0.229;0.267;0.296;0.217;0.153;0.211;0.25;0.261;0.242;0.257;0.259;0.273;0.285;0.32;0.26;0.323;0.261;0.312;0.35;0.461;0.423;Applied Mathematics
0.342;0.891;0.669;0.451;0.582;0.503;0.914;0.741;0.432;0.627;0.829;0.444;0.36;0.435;0.552;0.491;0.581;0.634;0.697;0.59;0.508;0.85;0.74;0.785;Mechanical Engineering
0.342;0.891;0.669;0.451;0.582;0.503;0.914;0.741;0.432;0.627;0.829;0.444;0.36;0.435;0.552;0.491;0.581;0.634;0.697;0.59;0.508;0.85;0.74;0.785;Mechanics of Materials
